,Bandit,Reward,Algorithm
148,3,4.087833419697258,Thompson Sampling
149,3,4.1575972483895764,Thompson Sampling
150,3,4.112401160839322,Thompson Sampling
151,3,4.128854981929295,Thompson Sampling
152,3,3.367270760354529,Thompson Sampling
153,3,3.9727969425823733,Thompson Sampling
154,3,5.841520635983533,Thompson Sampling
155,3,3.9783313314964164,Thompson Sampling
156,3,4.146537227727412,Thompson Sampling
157,3,1.6586998216722133,Thompson Sampling
158,3,5.243351807552829,Thompson Sampling
159,3,1.9094298129636922,Thompson Sampling
160,3,3.781596698753809,Thompson Sampling
161,3,4.707198867111946,Thompson Sampling
162,3,6.214525481431276,Thompson Sampling
163,3,4.87910380835017,Thompson Sampling
164,3,4.895465320651985,Thompson Sampling
165,3,3.961423419796631,Thompson Sampling
166,3,3.9790499748658337,Thompson Sampling
167,3,2.8698934154369136,Thompson Sampling
168,3,4.983359823215547,Thompson Sampling
169,3,1.7821236655469916,Thompson Sampling
170,3,3.41175494665277,Thompson Sampling
171,3,3.873742629685867,Thompson Sampling
172,3,5.11077777418862,Thompson Sampling
173,3,2.571634697483251,Thompson Sampling
174,3,5.305459697821651,Thompson Sampling
175,3,2.425109787298564,Thompson Sampling
176,3,5.046416206077614,Thompson Sampling
177,3,3.6833629748067542,Thompson Sampling
178,3,5.998410982882217,Thompson Sampling
179,3,4.261809375268677,Thompson Sampling
180,3,4.572314659424024,Thompson Sampling
181,3,5.663890958896079,Thompson Sampling
182,3,3.9220746011498226,Thompson Sampling
183,3,3.5885008775346376,Thompson Sampling
184,3,2.1767360218028533,Thompson Sampling
185,3,4.202922096798753,Thompson Sampling
186,3,4.47300665323426,Thompson Sampling
187,3,5.539869842780923,Thompson Sampling
188,3,3.8869385881533303,Thompson Sampling
189,3,4.687827399152651,Thompson Sampling
190,3,4.217008037530432,Thompson Sampling
191,3,4.664658095653378,Thompson Sampling
192,3,3.535712616637544,Thompson Sampling
193,3,4.9289735876506935,Thompson Sampling
194,3,2.5281840588079145,Thompson Sampling
195,3,5.139443438198284,Thompson Sampling
196,3,2.6932742374893692,Thompson Sampling
197,3,4.744930375389446,Thompson Sampling
198,3,0.9134399100871438,Thompson Sampling
199,3,5.488714950401889,Thompson Sampling
200,3,2.4539432188951404,Thompson Sampling
201,3,3.0192670688490812,Thompson Sampling
202,3,4.248958278163963,Thompson Sampling
203,3,5.707711901152454,Thompson Sampling
204,3,3.7982601561528426,Thompson Sampling
205,3,4.213339486141577,Thompson Sampling
206,3,4.1910448644493945,Thompson Sampling
207,3,4.130491321126741,Thompson Sampling
208,3,4.707197555312661,Thompson Sampling
209,3,4.384938717890964,Thompson Sampling
210,3,4.431429860875403,Thompson Sampling
211,3,2.045836176377586,Thompson Sampling
212,3,1.7982502097735051,Thompson Sampling
213,3,3.5963645481054414,Thompson Sampling
214,3,3.8150513356722016,Thompson Sampling
215,3,4.823652439924783,Thompson Sampling
216,3,3.315911241132786,Thompson Sampling
217,3,5.571058593139146,Thompson Sampling
218,3,3.9233896175349843,Thompson Sampling
219,3,2.628290709527528,Thompson Sampling
220,3,6.17201486120382,Thompson Sampling
221,3,3.5525641636180914,Thompson Sampling
222,3,4.064579669478661,Thompson Sampling
223,3,3.7648100051310127,Thompson Sampling
224,3,4.111134533829825,Thompson Sampling
225,3,5.253464176352224,Thompson Sampling
226,3,4.23810401456599,Thompson Sampling
227,3,3.5660812623005684,Thompson Sampling
228,3,4.331979913268264,Thompson Sampling
229,3,5.322825246516684,Thompson Sampling
230,3,3.8209498350639413,Thompson Sampling
231,3,5.989611910058989,Thompson Sampling
232,3,3.7576326596017853,Thompson Sampling
233,3,3.866854336671282,Thompson Sampling
234,3,4.794034159652408,Thompson Sampling
235,3,3.952475253175723,Thompson Sampling
236,3,4.253504645311818,Thompson Sampling
237,3,4.8742705102296675,Thompson Sampling
238,3,3.6772674116755515,Thompson Sampling
239,3,2.9379274230595884,Thompson Sampling
240,3,4.4773788737197515,Thompson Sampling
241,3,3.903521591364225,Thompson Sampling
242,3,3.68690798786681,Thompson Sampling
243,3,3.3969523573490394,Thompson Sampling
244,3,4.311871959720653,Thompson Sampling
245,3,3.7138250839997347,Thompson Sampling
246,3,1.8242780288043465,Thompson Sampling
247,3,3.669302740406743,Thompson Sampling
248,3,4.46166796194231,Thompson Sampling
249,3,5.231799043303135,Thompson Sampling
250,3,2.942698204142445,Thompson Sampling
251,3,4.0102649999990385,Thompson Sampling
252,3,5.1004492822566005,Thompson Sampling
253,3,4.458829434074758,Thompson Sampling
254,3,3.552207339686789,Thompson Sampling
255,3,3.8892191035471995,Thompson Sampling
256,3,2.2125081892156304,Thompson Sampling
257,3,5.740041169326554,Thompson Sampling
258,3,3.4266926793903707,Thompson Sampling
259,3,2.6890196865429514,Thompson Sampling
260,3,3.069850894308378,Thompson Sampling
261,3,2.7401941232342004,Thompson Sampling
262,3,4.0025567150093755,Thompson Sampling
263,3,4.44760298974642,Thompson Sampling
264,3,4.218018635826265,Thompson Sampling
265,3,5.218903661278614,Thompson Sampling
266,3,3.278740018557646,Thompson Sampling
267,3,3.9701051918247625,Thompson Sampling
268,3,4.77815269190979,Thompson Sampling
269,3,2.1947538100698623,Thompson Sampling
270,3,4.450033045376996,Thompson Sampling
271,3,6.315901880299357,Thompson Sampling
272,3,3.892743900208681,Thompson Sampling
273,3,3.233831188461927,Thompson Sampling
274,3,2.793973638436679,Thompson Sampling
275,3,5.213991283690662,Thompson Sampling
276,3,3.1388970266916174,Thompson Sampling
277,3,3.6163298574957583,Thompson Sampling
278,3,4.73595685724004,Thompson Sampling
279,3,3.6517775073622913,Thompson Sampling
280,3,4.175975186977549,Thompson Sampling
281,3,4.238700682302991,Thompson Sampling
282,3,3.6973583292469048,Thompson Sampling
283,3,3.6951303964355495,Thompson Sampling
284,3,2.4449090407790823,Thompson Sampling
285,3,6.2795178737914785,Thompson Sampling
286,3,3.554096316608161,Thompson Sampling
287,3,4.828667701107224,Thompson Sampling
288,3,5.7472908776725955,Thompson Sampling
289,3,4.687788362110106,Thompson Sampling
290,3,5.023421860232614,Thompson Sampling
291,3,3.649511618186038,Thompson Sampling
292,3,4.1148145108706595,Thompson Sampling
293,3,2.29531866648621,Thompson Sampling
294,3,3.5369145528680166,Thompson Sampling
295,3,4.6488299262755,Thompson Sampling
296,3,4.066063507529432,Thompson Sampling
297,3,3.7782991925303073,Thompson Sampling
298,3,3.585855182295504,Thompson Sampling
299,3,6.263558577009132,Thompson Sampling
300,3,4.584759937849231,Thompson Sampling
301,3,3.046738138039722,Thompson Sampling
302,3,3.520127968581569,Thompson Sampling
303,3,4.770515509327369,Thompson Sampling
304,3,3.005772694400356,Thompson Sampling
305,3,1.0798678866436986,Thompson Sampling
306,3,5.26211317080607,Thompson Sampling
307,3,3.507305618762003,Thompson Sampling
308,3,3.242483792051209,Thompson Sampling
309,3,5.225059318713042,Thompson Sampling
310,3,3.848535888886496,Thompson Sampling
311,3,3.197641009140471,Thompson Sampling
312,3,4.216411805198953,Thompson Sampling
313,3,4.686340612808169,Thompson Sampling
314,3,4.085201923622458,Thompson Sampling
315,3,3.5571773793448394,Thompson Sampling
316,3,4.0660648537700625,Thompson Sampling
317,3,5.575711995776183,Thompson Sampling
318,3,4.644295283267234,Thompson Sampling
319,3,4.702227306126293,Thompson Sampling
320,3,1.394237004443394,Thompson Sampling
321,3,5.5618995230791475,Thompson Sampling
322,3,4.2013877726007856,Thompson Sampling
323,3,4.685210062688773,Thompson Sampling
324,3,3.6626063888367026,Thompson Sampling
325,3,4.265874184554066,Thompson Sampling
326,3,4.24326332068599,Thompson Sampling
327,3,2.9772562673330487,Thompson Sampling
328,3,1.702848504443748,Thompson Sampling
329,3,3.486149876647735,Thompson Sampling
330,3,3.1309102372259865,Thompson Sampling
331,3,4.347795761190354,Thompson Sampling
332,3,4.933060167075463,Thompson Sampling
333,3,6.144749370642291,Thompson Sampling
334,3,6.2327771729961405,Thompson Sampling
335,3,4.2140839617699095,Thompson Sampling
336,3,4.526400714756914,Thompson Sampling
337,3,3.9319698224638944,Thompson Sampling
338,3,3.746446977633418,Thompson Sampling
339,3,4.373936162262485,Thompson Sampling
340,3,3.187425019976922,Thompson Sampling
341,3,2.9439641529036424,Thompson Sampling
342,3,2.2833428641667837,Thompson Sampling
343,3,2.2336823157719063,Thompson Sampling
344,3,2.660432614729618,Thompson Sampling
345,3,4.148005094063689,Thompson Sampling
346,3,5.363307522142169,Thompson Sampling
347,3,3.530719237115809,Thompson Sampling
348,3,3.1380641790200374,Thompson Sampling
349,3,3.51285348967404,Thompson Sampling
350,3,2.43796612199998,Thompson Sampling
351,3,2.638064733742673,Thompson Sampling
352,3,4.701843727058109,Thompson Sampling
353,3,6.180475627797858,Thompson Sampling
354,3,4.284173033810319,Thompson Sampling
355,3,1.6740036119672963,Thompson Sampling
356,3,3.0381668214070663,Thompson Sampling
357,3,4.25775787839124,Thompson Sampling
358,3,4.047220179097645,Thompson Sampling
359,3,4.049158740538843,Thompson Sampling
360,3,4.816393054793938,Thompson Sampling
361,3,1.86143426165152,Thompson Sampling
362,3,4.677886337215544,Thompson Sampling
363,3,5.626603343982215,Thompson Sampling
364,3,5.515423964082195,Thompson Sampling
365,3,3.4839386539654944,Thompson Sampling
366,3,4.379077200789819,Thompson Sampling
367,3,4.181500164440177,Thompson Sampling
368,3,3.5927976187218533,Thompson Sampling
369,3,3.9459417039814406,Thompson Sampling
370,3,3.3848653841295433,Thompson Sampling
371,3,1.2326928898076246,Thompson Sampling
372,3,6.042802766272192,Thompson Sampling
373,3,3.607369071302016,Thompson Sampling
374,3,3.6282921454305375,Thompson Sampling
375,3,4.407489443724534,Thompson Sampling
376,3,4.54073645437353,Thompson Sampling
377,3,2.3984013549448715,Thompson Sampling
378,3,3.4605151476557374,Thompson Sampling
379,3,4.975321027626921,Thompson Sampling
380,3,3.967076063876788,Thompson Sampling
381,3,3.280344938011819,Thompson Sampling
382,3,4.725035061420267,Thompson Sampling
383,3,3.520667434532832,Thompson Sampling
384,3,4.686905061912321,Thompson Sampling
385,3,4.094652032978802,Thompson Sampling
386,3,4.561744476430245,Thompson Sampling
387,3,3.70436865079731,Thompson Sampling
388,3,4.739943786624084,Thompson Sampling
389,3,5.927244063455847,Thompson Sampling
390,3,5.37237000270378,Thompson Sampling
391,3,1.9537970148689627,Thompson Sampling
392,3,4.928067973039464,Thompson Sampling
393,3,4.495026646887471,Thompson Sampling
394,3,4.043828761808019,Thompson Sampling
395,3,3.8447076625321754,Thompson Sampling
396,3,5.531020169819323,Thompson Sampling
397,3,5.064346185074103,Thompson Sampling
398,3,3.39052145852242,Thompson Sampling
399,3,3.8772816527875356,Thompson Sampling
400,3,4.101658618880803,Thompson Sampling
401,3,2.8564701578977574,Thompson Sampling
402,3,2.0877753416191487,Thompson Sampling
403,3,1.8221675241652653,Thompson Sampling
404,3,3.9443320522211467,Thompson Sampling
405,3,5.537166087377244,Thompson Sampling
406,3,2.3854727212254216,Thompson Sampling
407,3,4.169171183279994,Thompson Sampling
408,3,3.6361880983036663,Thompson Sampling
409,3,4.371216798812835,Thompson Sampling
410,3,3.519860474630209,Thompson Sampling
411,3,3.473369017330214,Thompson Sampling
412,3,4.838797202965893,Thompson Sampling
413,3,4.597076726533886,Thompson Sampling
414,3,3.4456512396015366,Thompson Sampling
415,3,4.790084711443521,Thompson Sampling
416,3,4.52191858253446,Thompson Sampling
417,3,3.2655727374796673,Thompson Sampling
418,3,3.7856500768651737,Thompson Sampling
419,3,4.410513106477009,Thompson Sampling
420,3,3.9266640439811877,Thompson Sampling
421,3,4.674835630763616,Thompson Sampling
422,3,4.472622710517097,Thompson Sampling
423,3,4.262185394703842,Thompson Sampling
424,3,4.005788165757012,Thompson Sampling
425,3,6.7391475096966875,Thompson Sampling
426,3,2.0036285809371885,Thompson Sampling
427,3,3.1349315502983712,Thompson Sampling
428,3,3.648355961514657,Thompson Sampling
429,3,3.025445974937917,Thompson Sampling
430,3,5.553207245515528,Thompson Sampling
431,3,3.6808981341765694,Thompson Sampling
432,3,3.0851254996308604,Thompson Sampling
433,3,5.832023324023288,Thompson Sampling
434,3,3.0642514855205985,Thompson Sampling
435,3,3.2030275058715794,Thompson Sampling
436,3,4.316432458950797,Thompson Sampling
437,3,2.95266992167355,Thompson Sampling
438,3,4.148931931164507,Thompson Sampling
439,3,3.7092321651522635,Thompson Sampling
440,3,4.131589234029425,Thompson Sampling
441,3,2.1275428295676564,Thompson Sampling
442,3,3.5448242988226473,Thompson Sampling
443,3,2.750938216728011,Thompson Sampling
444,3,3.2134967007200306,Thompson Sampling
445,3,5.220456167075658,Thompson Sampling
446,3,3.595807877876068,Thompson Sampling
447,3,5.4079050342011525,Thompson Sampling
448,3,4.5355109298873035,Thompson Sampling
449,3,4.992146713120658,Thompson Sampling
450,3,4.872168570100188,Thompson Sampling
451,3,4.276633197833772,Thompson Sampling
452,3,4.565824520936153,Thompson Sampling
453,3,5.609577582180058,Thompson Sampling
454,3,3.6064550141617144,Thompson Sampling
455,3,3.8362317792161984,Thompson Sampling
456,3,4.6249330139918845,Thompson Sampling
457,3,2.8438077794210965,Thompson Sampling
458,3,5.2135704290422815,Thompson Sampling
459,3,3.9299413524773654,Thompson Sampling
460,3,2.8825529369809084,Thompson Sampling
461,3,4.344406326247961,Thompson Sampling
462,3,5.3062084970560015,Thompson Sampling
463,3,3.4664611564376395,Thompson Sampling
464,3,4.5122753620641145,Thompson Sampling
465,3,3.736357021506302,Thompson Sampling
466,3,4.3004327133090445,Thompson Sampling
467,3,3.7452629888151705,Thompson Sampling
468,3,1.1145304608247995,Thompson Sampling
469,3,4.335187611187644,Thompson Sampling
470,3,4.687635821710668,Thompson Sampling
471,3,6.010932528355504,Thompson Sampling
472,3,3.364301023276816,Thompson Sampling
473,3,3.016933287131478,Thompson Sampling
474,3,5.462256621116508,Thompson Sampling
475,3,3.655619465777074,Thompson Sampling
476,3,4.063979459136826,Thompson Sampling
477,3,5.318423650360469,Thompson Sampling
478,3,5.297567465393953,Thompson Sampling
479,3,3.851067112125413,Thompson Sampling
480,3,4.03862262897752,Thompson Sampling
481,3,2.6123085987727968,Thompson Sampling
482,3,4.096071914876891,Thompson Sampling
483,3,4.5252641540746135,Thompson Sampling
484,3,4.516829449988551,Thompson Sampling
485,3,4.26044166265114,Thompson Sampling
486,3,5.795645902726054,Thompson Sampling
487,3,2.9333906161938073,Thompson Sampling
488,3,5.210434432836774,Thompson Sampling
489,3,5.0874057822079735,Thompson Sampling
490,3,5.207210964197478,Thompson Sampling
491,3,5.092975777430923,Thompson Sampling
492,3,5.481891633181564,Thompson Sampling
493,3,4.699986259925543,Thompson Sampling
494,3,5.304632026149593,Thompson Sampling
495,3,4.209999905960708,Thompson Sampling
496,3,3.198511489428868,Thompson Sampling
497,3,4.364976503112351,Thompson Sampling
498,3,4.925718510369511,Thompson Sampling
499,3,2.675923515344242,Thompson Sampling
500,3,2.5349995573343826,Thompson Sampling
501,3,5.045843472668836,Thompson Sampling
502,3,4.111120034035919,Thompson Sampling
503,3,3.780872958824303,Thompson Sampling
504,3,3.863530423026585,Thompson Sampling
505,3,3.337604803146327,Thompson Sampling
506,3,2.814525944512382,Thompson Sampling
507,3,5.296853584350667,Thompson Sampling
508,3,2.8348417998748126,Thompson Sampling
509,3,3.6243076153902405,Thompson Sampling
510,3,3.885695085878124,Thompson Sampling
511,3,3.2513430998583126,Thompson Sampling
512,3,3.6095250707912294,Thompson Sampling
513,3,4.668511209248286,Thompson Sampling
514,3,1.565053201335732,Thompson Sampling
515,3,5.220737550880944,Thompson Sampling
516,3,3.649554707753393,Thompson Sampling
517,3,3.2728958323675483,Thompson Sampling
518,3,4.261662909075012,Thompson Sampling
519,3,3.3257178524640936,Thompson Sampling
520,3,4.595374028867408,Thompson Sampling
521,3,4.782921289726456,Thompson Sampling
522,3,4.348455366053924,Thompson Sampling
523,3,3.7281012763225916,Thompson Sampling
524,3,3.3145802686442374,Thompson Sampling
525,3,-0.5214597057294268,Thompson Sampling
526,3,5.201715825988721,Thompson Sampling
527,3,6.113455763276179,Thompson Sampling
528,3,4.420379708656541,Thompson Sampling
529,3,5.17984678419658,Thompson Sampling
530,3,2.3387251507446143,Thompson Sampling
531,3,5.557543994277539,Thompson Sampling
532,3,2.4608111832589197,Thompson Sampling
533,3,3.9290693499733242,Thompson Sampling
534,3,4.667661434381454,Thompson Sampling
535,3,3.765015228847679,Thompson Sampling
536,3,3.8297053417328613,Thompson Sampling
537,3,2.1467314010209293,Thompson Sampling
538,3,4.687503483425605,Thompson Sampling
539,3,3.5371787163807036,Thompson Sampling
540,3,3.041344240032884,Thompson Sampling
541,3,4.9026438302857835,Thompson Sampling
542,3,2.7569681008624096,Thompson Sampling
543,3,4.608630971703826,Thompson Sampling
544,3,3.3525277256737565,Thompson Sampling
545,3,5.30435164105932,Thompson Sampling
546,3,5.039641615729378,Thompson Sampling
547,3,4.98990863580984,Thompson Sampling
548,3,1.711689163310576,Thompson Sampling
549,3,4.129868350506857,Thompson Sampling
550,3,2.896522420604546,Thompson Sampling
551,3,5.311667411513923,Thompson Sampling
552,3,2.747467824836754,Thompson Sampling
553,3,5.852471203562889,Thompson Sampling
554,3,3.0375082469504324,Thompson Sampling
555,3,4.728782153958903,Thompson Sampling
556,3,3.8669039708656237,Thompson Sampling
557,3,4.2996907218991725,Thompson Sampling
558,3,1.6736775564553459,Thompson Sampling
559,3,4.635243767748997,Thompson Sampling
560,3,2.856340114959833,Thompson Sampling
561,3,6.944105554534398,Thompson Sampling
562,3,4.70031363358254,Thompson Sampling
563,3,3.323277514591717,Thompson Sampling
564,3,4.821570955972899,Thompson Sampling
565,3,3.2956250535318516,Thompson Sampling
566,3,4.03599419367106,Thompson Sampling
567,3,3.7027222722588498,Thompson Sampling
568,3,3.7167499849438994,Thompson Sampling
569,3,4.739708332442833,Thompson Sampling
570,3,4.074806065934714,Thompson Sampling
571,3,4.916832601234642,Thompson Sampling
572,3,4.179518358410065,Thompson Sampling
573,3,3.206906926784686,Thompson Sampling
574,3,4.7005073400257755,Thompson Sampling
575,3,4.1919071983897345,Thompson Sampling
576,3,5.170492339912535,Thompson Sampling
577,3,3.8107300136547533,Thompson Sampling
578,3,2.995768237595512,Thompson Sampling
579,3,3.9686433448272758,Thompson Sampling
580,3,5.896660175107519,Thompson Sampling
581,3,3.0998612211816967,Thompson Sampling
582,3,4.495679906266764,Thompson Sampling
583,3,2.816110404063333,Thompson Sampling
584,3,4.177543049346189,Thompson Sampling
585,3,4.247840808360761,Thompson Sampling
586,3,4.204733755375387,Thompson Sampling
587,3,3.071947522558805,Thompson Sampling
588,3,4.580620016278647,Thompson Sampling
589,3,3.503703299198623,Thompson Sampling
590,3,4.141990664271002,Thompson Sampling
591,3,5.742860095746826,Thompson Sampling
592,3,3.741358200673272,Thompson Sampling
593,3,4.568351534331393,Thompson Sampling
594,3,2.8704476829084866,Thompson Sampling
595,3,4.176840965864933,Thompson Sampling
596,3,5.550032939434631,Thompson Sampling
597,3,3.979188257251534,Thompson Sampling
598,3,1.591960193754936,Thompson Sampling
599,3,3.0944752256534276,Thompson Sampling
600,3,3.905200545146464,Thompson Sampling
601,3,3.7121067672047836,Thompson Sampling
602,3,5.528815246483806,Thompson Sampling
603,3,4.83913614415463,Thompson Sampling
604,3,4.434274084874038,Thompson Sampling
605,3,2.439838018449714,Thompson Sampling
606,3,5.0716015284487215,Thompson Sampling
607,3,3.9529927564526095,Thompson Sampling
608,3,3.6571543495158343,Thompson Sampling
609,3,5.133097507557131,Thompson Sampling
610,3,4.281891209462917,Thompson Sampling
611,3,3.4623283468080888,Thompson Sampling
612,3,4.701539980666052,Thompson Sampling
613,3,3.6183223385454237,Thompson Sampling
614,3,4.256522781935069,Thompson Sampling
615,3,3.874243779410176,Thompson Sampling
616,3,2.6404716644171478,Thompson Sampling
617,3,4.569583259962544,Thompson Sampling
618,3,4.341561564622214,Thompson Sampling
619,3,4.802046114659763,Thompson Sampling
620,3,4.919176188022139,Thompson Sampling
621,3,2.1228257982456764,Thompson Sampling
622,3,2.7907080127268094,Thompson Sampling
623,3,3.57808248276057,Thompson Sampling
624,3,2.3290307624164965,Thompson Sampling
625,3,3.943575519524431,Thompson Sampling
626,3,5.691514640237742,Thompson Sampling
627,3,5.53147717240379,Thompson Sampling
628,3,5.011130197289818,Thompson Sampling
629,3,3.574326731053285,Thompson Sampling
630,3,3.7528463227217665,Thompson Sampling
631,3,3.6727515150473318,Thompson Sampling
632,3,4.975871595191935,Thompson Sampling
633,3,4.5234471842103225,Thompson Sampling
634,3,4.532094916405335,Thompson Sampling
635,3,4.6269591878936405,Thompson Sampling
636,3,3.9303934244070744,Thompson Sampling
637,3,3.8202350510037903,Thompson Sampling
638,3,4.419676900259501,Thompson Sampling
639,3,4.63803971752134,Thompson Sampling
640,3,3.7405625614096176,Thompson Sampling
641,3,2.059861961606097,Thompson Sampling
642,3,3.948159416670726,Thompson Sampling
643,3,5.675160704697783,Thompson Sampling
644,3,2.8252493335831517,Thompson Sampling
645,3,4.284564647737088,Thompson Sampling
646,3,3.510679092276198,Thompson Sampling
647,3,5.722928080167872,Thompson Sampling
648,3,4.667611834597251,Thompson Sampling
649,3,3.6503971840166396,Thompson Sampling
650,3,5.394854746743644,Thompson Sampling
651,3,3.1465494695212266,Thompson Sampling
